Text,Sentiment
up to 16 million shares on CTIC almost 10x avg daily vol. I don't think this is a one day story. Gap up to 2.05 plenty of rm to run imho,positive sentiment
SHD Eddie ampert is a 1 trick pony...,negative sentiment
"et the angry, anecdotal comments begin: Why I still think BlackBerry & IM are doomed. IMM AAP GOOG NOK T VZ",negative sentiment
user I think AAP putting in a long term bottom.....of course I could be wrong but that is what it looks like :-),positive sentiment
i had a price alert go off for WWW while off the desk.,negative sentiment
GG to be delisted soon typicall pump and dump same story over the last few months be careful one day trades over a mil next day ur stuck,negative sentiment
TSO option trader buys 10k of the Feb 40P for 1.60. A 1.6 million bet stock will be below 40 by Feb exp. Could be hedge too. OI is 544,negative sentiment
DDD SSY Stops honored. So be it. Now.... must.not.become.bearshitter.,negative sentiment
CYBX keeps consolidating near all-time highs,positive sentiment
DDD The sentiment on this stock can change in a blink of an eye. Not for the faint of heart. Still long term bullish.,positive sentiment
MCP bottom at 11.00? Strong esistance. nder these level...short breakout Chance.,negative sentiment
AIG wins the awsuit then announces dividend reinstatement. :),positive sentiment
TIVO is a buyout coming? Sure seems strong of late?,positive sentiment
biggest mistake i made all day was not sticking to my gut on reversal in #SOAS #2 not sticking to my watchlist DK STP ANA KOG,positive sentiment
DDD looks an easy short,negative sentiment
My instincts are spot on in 2013 and still think CTIC will hit 2.05 this wk but still want to stick to my morning watchlist & not chase,positive sentiment
AX looks good for higher prices,positive sentiment
CM holding up well,positive sentiment
"ANA with the conference tomorrow, I guess we will hit 10.05 after all...",positive sentiment
"NFX - hearing PJCO out cautious following comScore data: Following Weak December, Overall 4Q Traffic Again Turns Negative user",negative sentiment
"se pullback 2 initiate quick trades, not invest, long. Keep stops tight & sell up. AAP EGN OCN AMH DDD NSM",positive sentiment
"Piper Jaffray making negative comments on NFX and CST ed Box : comScore Q4 data weak for edbox, Netflix",negative sentiment
Maybe a good time to buy TD the 44 level appears to be holding as a key support level,positive sentiment
"CSN option trader buys 1,500 of the Jan 11-16 call spread against low OI indicating entering a position for .50. Bet on data bef. Jan 19",positive sentiment
AA there goes the kids college fund!,positive sentiment
X option trader takes profits in Feb26P selling 8k against 8k OI and rolling position to Feb 25P buying 8K at 1.48,negative sentiment
"Green Monthly Triangle on ACAD,....Net Profit 7,177.00 (11.49%)",positive sentiment
So far so good regarding our APO #earnings strategy. Far too soon to call it a win though.,positive sentiment
AA this is why I went all in..,positive sentiment
"Does AA hold the key for the SPX? When AA is up on earnings, SPX up +1.90% a mo. later.",positive sentiment
"My call for the week AA, WFC, APO, MON",positive sentiment
AA i don't like the SPIN on operational cash flow,negative sentiment
APO Q1 2013 operational cash flow 210 million. a 90million decline vs. 2012 Q1. 30% decline,negative sentiment
"ed Weekly Triangle on AMS,....Net Profit 26,135.00 (38.40%)",negative sentiment
CM AVG THO AMWD coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,positive sentiment
"user jemberlin that is my number too, will be a good swing, but personally I hate AMD,",negative sentiment
SPY SPX ES Green Hedges Stars model: next stop 1410.56 SPX 1387.92 if lower.,negative sentiment
SWHC looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians. Was on the Evening News,positive sentiment
aa Q4 Operational CF declined 209m vs. Q4'11. 18% DECINE. P Spin says it was higher than Q3 2012. note Q3 '12 was 263m less than Q3'11,negative sentiment
HT closed > 200 sma (barely) for 3rd time since Oct- eps out of the way- watch for volume > 55,positive sentiment
user PWE and the crazy HAO is in Green Weekly Triangle are you in short or long,negative sentiment
WT had a huge 39 seller today... check out the daily... hold over 40-42 loooks good for a swing,positive sentiment
AJ Over 18.00 on good volume,positive sentiment
CYBX broke out to all time highs accompained by a strong volume suggesting higher levels.,positive sentiment
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal,positive sentiment
Still trading within an uptrend channel. Short-term uptrend still intact. I'm still bullish on NVDA,positive sentiment
VVS Vivus CEO eportedly Says Acquisition is 'Inevitable' talking to Deal eporter at the J.P. Morgan,positive sentiment
user: C  what is a runner,positive sentiment
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",positive sentiment
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s,negative sentiment
tol doji yesterday could mean another lower high. Wait for close into cloud before going short,negative sentiment
"AMWD setting up very nicely above 29.33. In the very strong building and construction product group, along with APOG.",positive sentiment
"TAB I like this one, down for no real reason, new contracts picking up slack, 2013 is about 'small cell' tech, & Software-As-A-Service!!!",positive sentiment
FS - buy signal just triggered for us,positive sentiment
ANF on the radar for a move above 48.70-49,positive sentiment
DGI FTD. Pivot range 26.98 to 28.33.,positive sentiment
HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,negative sentiment
"FAF new highs, still holding. Needs volume here.",positive sentiment
NS Perfect day for a reversal candle on the dailies.,negative sentiment
VOC actually triggerd yesterday but closed back at line - today itstrying again - vol 16%,positive sentiment
added APP,positive sentiment
"WFM - added small 89, prefer the 90-91 level to lay short out",negative sentiment
MAS from watch list broke out of flag today- now also at top line on volume of 11% of full day ave,positive sentiment
CMG - 5m descending triangle. 9% avg volume.,negative sentiment
user: DDD broke out from the bear flag to the upside.... ots of shorts who do not understand momentum being caught STDY,positive sentiment
DGI still moving,positive sentiment
SSYS maybe too few shares outstanding to short.. but ....11 million in operational cash flow ttm and trading at 1.9 bil mkt cap,negative sentiment
SSYS operational cash flow declined 42% ttm vs. ttm,negative sentiment
"Covering 1/2 WAC short 47.15, looking lower but got to book some...",negative sentiment
"VTX option trader buys 3,700 put spreads in April 48 and 42 strikes. Could be big bet on down move or stock hedge",negative sentiment
FS 4 hour - nice bounce ichard.,positive sentiment
"GNC - nice inverse head and shoulders, as well as a nice pullback to support from the previous box-breakout",positive sentiment
"user I hate to be under 3, as average I end screw up, no good for me NN",negative sentiment
DA nice run from entry; moving stop up to breakeven,positive sentiment
"ed Weekly Triangle on CTIC,....Net Profit 675.00 (3.88%),...gly waiting more than 3 months",negative sentiment
CW Clearwire Corp arge trades in puts show bearish interest despite DISH bid,negative sentiment
APO Strong push off support (w/volume),positive sentiment
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave,positive sentiment
"The most bearish thing I have seen in a week, not good for the overall market at all JPM SPY ES_F",negative sentiment
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",negative sentiment
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%,positive sentiment
ANA getting the breakout yest and holding up today. Presenting at JPM conf today at 6:30est,positive sentiment
"trade idea buy ESC 25.95, target 35.50, cut below 21.40",positive sentiment
"SWKS decision coming there soon...expecting a break...up...looking at SI, MACD & TIX",positive sentiment
Just a small dose of reality on CTIC :,negative sentiment
"VS option trader closes out Feb 50C selling 12k against 22k OI. Opens position in Feb 55C selling 23k on hard bid vs. OI of 2,700",negative sentiment
Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,positive sentiment
EW Went long on EW at 93.15. ooks like it is ready to make a move to 98 w/breakout of consolidation,positive sentiment
EBAY basing,positive sentiment
Short YHOO,negative sentiment
CHK thanks JPM upgraded,positive sentiment
dec 6 BB&T CM initiated SSYS with a buy 68. wonder if they still have it a buy up 28% in 30 days?,negative sentiment
user: SSYS EACHED SI 80% Crash is near,negative sentiment
SSQ pulling back as suspected. uckily sold near 11.20 res (tweeted). Watching 10.80 to get bck in,positive sentiment
"user The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",positive sentiment
AAP P&F is bullish again...,positive sentiment
"AAP IF support broken then I won't hesitate to sell as lots of downside. For now, : favors longs",positive sentiment
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,negative sentiment
"Green Weekly Triangle on DEPO,....Scaling at 6.40",negative sentiment
"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty intc",positive sentiment
"Green Weekly Triangle on FNFG,....Scaling at 8.22",negative sentiment
